,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,age
12017,0,0,1,0,11.502885230075814,Working,Secondary / secondary special,Married,House / apartment,8152,1,0,0,2.0,15.0,1.0,53
12018,0,0,1,3,11.547336553476635,Working,Secondary / secondary special,Married,House / apartment,4887,1,0,0,5.0,10.0,2.0,33
12019,1,1,1,0,13.710151153416941,Working,Secondary / secondary special,Married,House / apartment,1847,0,0,0,2.0,29.0,2.0,50
12020,1,1,1,0,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,583,0,0,0,2.0,28.0,1.0,31
12021,1,0,0,0,12.506180941677357,State servant,Incomplete higher,Married,House / apartment,1674,0,0,0,2.0,30.0,1.0,26
12022,1,0,0,2,12.323860125621126,Working,Higher education,Civil marriage,House / apartment,3088,1,0,0,4.0,9.0,2.0,45
12023,0,1,0,2,12.100717685412471,Working,Higher education,Married,House / apartment,3193,0,0,0,4.0,26.0,2.0,34
12024,0,0,1,0,11.967187086434018,Pensioner,Lower secondary,Married,House / apartment,0,0,0,0,2.0,11.0,0.0,64
12025,1,1,1,1,12.283038316285214,Working,Secondary / secondary special,Married,Rented apartment,1457,0,0,0,3.0,40.0,2.0,46
12026,1,0,0,1,12.323860125621126,Commercial associate,Secondary / secondary special,Married,With parents,1912,0,0,0,3.0,28.0,2.0,48
12027,0,0,1,0,11.119897691565697,Working,Higher education,Married,House / apartment,2955,0,1,0,2.0,37.0,1.0,31
12028,1,0,0,0,12.100717685412471,Working,Secondary / secondary special,Single / not married,House / apartment,1146,0,0,0,1.0,12.0,2.0,37
12029,0,0,1,0,11.407576060361786,Working,Secondary / secondary special,Married,House / apartment,5099,1,1,0,2.0,2.0,0.0,54
12030,0,1,1,0,10.734242182303689,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,1.0,42.0,2.0,55
12031,1,0,1,1,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,640,1,0,0,3.0,27.0,2.0,37
12032,0,0,1,0,12.100717685412471,Pensioner,Higher education,Separated,House / apartment,0,0,0,0,1.0,60.0,0.0,65
12033,1,1,1,0,11.967187086434018,Working,Higher education,Married,House / apartment,4691,1,1,0,2.0,1.0,1.0,59
12034,0,0,1,0,12.323860125621126,Working,Incomplete higher,Single / not married,House / apartment,1904,0,0,0,1.0,18.0,0.0,53
12035,1,1,1,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,1680,0,0,0,2.0,33.0,1.0,46
12036,1,0,1,0,12.218500103788143,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,714,0,0,1,1.0,41.0,1.0,31
12037,1,0,0,0,12.079238774353373,Commercial associate,Secondary / secondary special,Married,With parents,699,1,0,0,2.0,35.0,2.0,24
12038,0,0,1,1,12.100717685412471,Working,Higher education,Married,House / apartment,2448,1,0,0,3.0,34.0,2.0,28
12039,1,1,1,0,12.100717685412471,Working,Higher education,Married,House / apartment,4540,0,0,0,2.0,45.0,2.0,59
12040,0,0,1,0,12.218500103788143,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,1.0,8.0,1.0,59
12041,1,1,0,0,12.419169901386761,Working,Incomplete higher,Single / not married,House / apartment,316,1,0,0,1.0,7.0,2.0,23
12042,1,1,1,0,12.323860125621126,Commercial associate,Secondary / secondary special,Married,House / apartment,962,0,0,0,2.0,36.0,2.0,53
12043,0,0,0,1,12.022756594390605,Working,Higher education,Married,House / apartment,150,0,0,0,3.0,36.0,2.0,35
12044,0,1,0,0,12.130276325842603,Commercial associate,Secondary / secondary special,Married,House / apartment,3229,0,0,0,2.0,58.0,2.0,40
12045,0,0,1,0,12.100717685412471,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,5.0,1.0,59
12046,0,0,1,2,11.707677772181546,Working,Secondary / secondary special,Married,House / apartment,1436,0,0,0,4.0,39.0,2.0,39
12047,1,1,1,0,12.793862088206213,Working,Higher education,Married,House / apartment,3318,0,1,0,2.0,16.0,1.0,29
12048,0,0,0,0,11.967187086434018,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,0,1.0,20.0,2.0,65
12049,0,0,1,1,11.630717389475995,State servant,Secondary / secondary special,Married,House / apartment,2599,0,0,0,3.0,26.0,1.0,40
12050,0,0,1,0,11.119897691565697,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,44.0,2.0,53
12051,0,0,0,0,11.407576060361786,Working,Secondary / secondary special,Married,House / apartment,2418,1,1,0,2.0,58.0,1.0,28
12052,0,0,1,0,13.324489195480057,State servant,Secondary / secondary special,Married,House / apartment,3715,0,0,1,2.0,-0.0,0.0,34
12053,0,1,1,1,12.506180941677357,Commercial associate,Secondary / secondary special,Married,House / apartment,2565,0,0,0,3.0,47.0,1.0,37
12054,0,0,0,0,11.119897691565697,Working,Secondary / secondary special,Married,House / apartment,2087,1,0,0,2.0,47.0,0.0,41
12055,0,0,0,2,11.630717389475995,State servant,Secondary / secondary special,Married,House / apartment,1162,1,1,0,4.0,6.0,0.0,27
12056,0,0,1,0,11.221248757912162,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,26.0,2.0,61
12057,0,0,0,0,11.813037464800539,Working,Secondary / secondary special,Single / not married,House / apartment,6614,0,0,0,1.0,35.0,2.0,46
12058,1,1,0,0,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,2562,0,0,0,2.0,35.0,1.0,27
12059,0,0,0,1,11.630717389475995,Commercial associate,Higher education,Married,With parents,3272,0,0,0,3.0,31.0,2.0,33
12060,0,0,1,1,12.100717685412471,Working,Higher education,Married,House / apartment,933,0,0,1,3.0,15.0,2.0,25
12061,0,1,1,0,11.630717389475995,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1367,0,1,1,1.0,24.0,1.0,52
12062,0,0,1,1,12.323860125621126,Commercial associate,Higher education,Separated,House / apartment,1020,0,1,0,2.0,5.0,2.0,41
12063,1,1,1,0,12.218500103788143,Pensioner,Higher education,Married,House / apartment,0,0,0,0,2.0,35.0,1.0,59
12064,1,1,1,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,5314,0,0,0,2.0,3.0,1.0,53
12065,0,0,0,0,12.100717685412471,Working,Secondary / secondary special,Civil marriage,House / apartment,1953,1,0,0,2.0,37.0,2.0,28
12066,1,1,0,0,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,185,0,0,0,2.0,10.0,1.0,36
12067,1,1,0,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,3143,1,1,0,2.0,55.0,0.0,41
12068,0,0,1,0,11.87757552297847,Working,Secondary / secondary special,Married,House / apartment,5345,0,0,0,2.0,9.0,2.0,51
12069,0,0,1,0,11.967187086434018,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,56.0,2.0,57
12070,0,0,0,0,11.813037464800539,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,11.0,1.0,56
12071,0,1,1,1,11.119897691565697,Commercial associate,Secondary / secondary special,Married,House / apartment,3553,0,0,1,3.0,57.0,2.0,32
12072,0,1,1,0,12.91164481522143,Working,Incomplete higher,Civil marriage,House / apartment,2076,1,0,0,2.0,25.0,1.0,34
12073,0,0,1,0,12.554970929480584,Working,Secondary / secondary special,Married,House / apartment,655,0,0,0,2.0,35.0,2.0,49
12074,1,1,0,0,12.323860125621126,Working,Secondary / secondary special,Married,House / apartment,1143,0,0,0,2.0,28.0,2.0,25
12075,0,0,1,0,12.218500103788143,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,1.0,9.0,0.0,59
12076,0,1,0,0,12.323860125621126,Working,Secondary / secondary special,Widow,House / apartment,613,1,0,0,1.0,21.0,1.0,34
12077,0,0,0,0,12.218500103788143,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,6.0,2.0,55
12078,1,1,0,1,12.218500103788143,Working,Secondary / secondary special,Married,House / apartment,6032,1,1,0,3.0,13.0,1.0,38
12079,0,0,1,1,12.419169901386761,Working,Secondary / secondary special,Married,House / apartment,408,0,1,0,3.0,42.0,2.0,47
12080,1,1,1,2,12.323860125621126,Working,Secondary / secondary special,Married,Rented apartment,5469,0,0,0,4.0,29.0,1.0,35
12081,1,1,0,1,12.218500103788143,State servant,Secondary / secondary special,Married,With parents,2029,0,0,0,3.0,7.0,2.0,33
12082,0,0,1,0,11.813037464800539,State servant,Secondary / secondary special,Married,House / apartment,9422,0,1,0,2.0,40.0,1.0,56
12083,0,0,1,0,11.967187086434018,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2778,0,0,0,2.0,36.0,2.0,53
12084,0,0,0,0,11.119897691565697,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,19.0,2.0,60
12085,0,1,0,0,11.184435286790631,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,26.0,1.0,62
12086,0,1,1,0,12.91164481522143,Commercial associate,Secondary / secondary special,Married,House / apartment,2389,0,0,1,2.0,11.0,2.0,52
12087,1,1,1,1,12.100717685412471,Working,Secondary / secondary special,Civil marriage,House / apartment,3243,0,0,0,3.0,40.0,2.0,39
12088,0,0,1,0,11.119897691565697,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,20.0,2.0,58
12089,0,0,1,0,12.303657509006147,Working,Secondary / secondary special,Separated,House / apartment,560,1,0,0,1.0,9.0,2.0,47
12090,1,1,1,0,12.506180941677357,Working,Secondary / secondary special,Married,House / apartment,1506,0,1,0,2.0,18.0,2.0,60
12091,0,0,1,0,12.100717685412471,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,40.0,2.0,65
12092,1,1,0,0,11.630717389475995,Commercial associate,Incomplete higher,Married,House / apartment,273,0,1,0,2.0,32.0,1.0,44
12093,1,1,1,0,12.419169901386761,State servant,Secondary / secondary special,Married,Municipal apartment,875,1,0,1,2.0,6.0,2.0,55
12094,1,0,1,1,11.967187086434018,State servant,Secondary / secondary special,Married,House / apartment,873,0,0,0,3.0,49.0,2.0,27
12095,0,1,1,0,11.744045122410057,Working,Lower secondary,Married,With parents,285,0,1,0,2.0,51.0,2.0,32
12096,0,0,1,0,11.813037464800539,Commercial associate,Secondary / secondary special,Married,House / apartment,171,0,0,0,2.0,42.0,2.0,43
12097,1,1,0,0,11.813037464800539,Pensioner,Higher education,Separated,House / apartment,0,0,0,0,1.0,60.0,2.0,66
12098,1,1,1,0,12.793862088206213,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,9.0,1.0,38
12099,1,1,1,0,12.323860125621126,Commercial associate,Secondary / secondary special,Married,House / apartment,2075,1,0,0,2.0,44.0,2.0,27
12100,0,1,1,0,12.586223364451623,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1991,0,0,0,1.0,11.0,2.0,36
12101,1,1,1,0,12.100717685412471,Pensioner,Higher education,Married,House / apartment,0,0,0,0,2.0,16.0,1.0,56
12102,0,1,0,0,11.119897691565697,Working,Secondary / secondary special,Married,House / apartment,1404,1,1,0,2.0,54.0,2.0,33
12103,1,0,1,0,12.586223364451623,Commercial associate,Higher education,Single / not married,Rented apartment,1221,0,1,0,1.0,29.0,1.0,27
12104,0,0,1,0,12.283038316285214,Working,Secondary / secondary special,Married,House / apartment,1639,1,0,0,2.0,15.0,2.0,42
12105,0,1,1,0,11.938199736300925,Working,Secondary / secondary special,Married,House / apartment,170,0,0,0,2.0,41.0,2.0,41
12106,0,1,1,0,13.487007879880162,Commercial associate,Higher education,Separated,House / apartment,154,0,0,0,1.0,55.0,2.0,63
12107,0,0,1,1,11.87757552297847,Working,Higher education,Civil marriage,House / apartment,122,1,1,1,3.0,8.0,2.0,36
12108,0,0,0,0,11.630717389475995,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0,0,0,0,1.0,42.0,2.0,59
12109,1,0,1,0,11.196857635323791,Pensioner,Lower secondary,Married,House / apartment,0,0,0,0,2.0,31.0,2.0,64
12110,0,1,0,0,12.100717685412471,Commercial associate,Secondary / secondary special,Separated,House / apartment,6790,0,0,0,1.0,56.0,2.0,42
12111,0,0,1,0,11.813037464800539,Commercial associate,Secondary / secondary special,Married,House / apartment,4187,0,0,0,2.0,5.0,1.0,56
12112,1,1,1,2,12.100717685412471,Working,Higher education,Married,House / apartment,2477,0,0,0,4.0,55.0,2.0,36
12113,0,0,1,1,12.729323752253295,Commercial associate,Higher education,Single / not married,House / apartment,431,0,0,0,2.0,18.0,2.0,39
12114,0,0,1,0,11.630717389475995,State servant,Secondary / secondary special,Married,House / apartment,6358,0,0,0,2.0,56.0,2.0,51
12115,0,1,0,0,12.419169901386761,Commercial associate,Secondary / secondary special,Married,House / apartment,4490,0,0,0,2.0,35.0,2.0,43
12116,0,1,1,1,11.813037464800539,Working,Higher education,Married,House / apartment,721,0,0,0,3.0,14.0,1.0,33
12117,1,1,1,0,12.854486546624395,Working,Higher education,Married,House / apartment,2420,0,0,0,2.0,3.0,1.0,28
12118,0,0,1,2,12.218500103788143,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,230,0,0,1,4.0,34.0,2.0,31
12119,1,0,1,1,13.24014819083691,Working,Incomplete higher,Married,House / apartment,5639,1,1,0,3.0,12.0,2.0,37
12120,0,1,1,0,12.419169901386761,Working,Secondary / secondary special,Married,House / apartment,2104,0,1,0,2.0,3.0,1.0,43
12121,0,0,0,0,11.938199736300925,Working,Secondary / secondary special,Married,House / apartment,900,1,0,0,2.0,28.0,2.0,42
12122,0,1,0,0,12.48937388613538,Working,Secondary / secondary special,Married,House / apartment,931,0,0,0,2.0,1.0,1.0,40
12123,1,1,1,1,12.506180941677357,Commercial associate,Higher education,Married,House / apartment,5558,0,0,0,3.0,23.0,2.0,40
12124,1,1,1,1,12.218500103788143,Working,Secondary / secondary special,Married,House / apartment,825,0,0,0,3.0,15.0,2.0,27
12125,1,1,1,0,12.218500103788143,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2969,0,0,1,1.0,16.0,2.0,29
12126,0,0,1,0,11.547336553476635,Working,Secondary / secondary special,Married,House / apartment,564,0,0,1,2.0,14.0,2.0,28
12127,0,0,1,0,11.502885230075814,Working,Secondary / secondary special,Married,House / apartment,890,0,0,0,2.0,14.0,2.0,42
12128,0,0,1,0,11.119897691565697,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,45.0,2.0,59
12129,0,0,1,0,12.866182555987908,Commercial associate,Secondary / secondary special,Married,House / apartment,4979,0,0,0,2.0,54.0,2.0,55
12130,0,0,1,1,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,218,0,0,0,3.0,14.0,2.0,40
12131,0,0,0,0,12.323860125621126,Working,Higher education,Separated,House / apartment,4297,0,1,0,1.0,4.0,1.0,35
12132,1,1,1,1,12.218500103788143,Working,Secondary / secondary special,Married,House / apartment,313,1,0,0,3.0,18.0,2.0,27
12133,1,1,1,3,12.506180941677357,Working,Secondary / secondary special,Married,House / apartment,458,1,0,0,5.0,28.0,2.0,36
12134,1,1,0,2,11.630717389475995,Working,Higher education,Married,House / apartment,6693,1,1,0,4.0,34.0,2.0,43
12135,1,0,0,0,11.119897691565697,Working,Secondary / secondary special,Single / not married,House / apartment,10821,0,0,0,1.0,23.0,1.0,54
12136,1,0,0,0,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,1617,1,1,0,2.0,30.0,2.0,53
12137,0,1,1,0,12.100717685412471,Working,Higher education,Married,House / apartment,410,0,0,0,2.0,12.0,2.0,45
12138,0,0,1,0,12.768544351446794,State servant,Secondary / secondary special,Single / not married,House / apartment,4184,0,0,0,1.0,46.0,2.0,47
12139,0,1,1,0,11.630717389475995,Working,Secondary / secondary special,Married,House / apartment,755,0,1,0,2.0,51.0,2.0,46
12140,1,0,0,1,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,1458,0,0,0,3.0,2.0,1.0,44
12141,0,1,0,0,11.813037464800539,Commercial associate,Lower secondary,Married,House / apartment,614,0,0,0,2.0,13.0,2.0,34
12142,0,1,1,0,12.660331092405906,Commercial associate,Secondary / secondary special,Married,House / apartment,5500,0,0,1,2.0,1.0,1.0,42
12143,0,0,1,0,11.967187086434018,Commercial associate,Secondary / secondary special,Married,House / apartment,1359,0,0,1,2.0,55.0,2.0,45
12144,0,1,1,1,11.813037464800539,Working,Secondary / secondary special,Married,With parents,117,0,0,0,3.0,47.0,2.0,28
12145,1,1,1,1,12.049424683420915,Commercial associate,Incomplete higher,Married,House / apartment,6122,0,0,0,3.0,56.0,0.0,39
12146,0,0,1,0,12.793862088206213,Commercial associate,Higher education,Married,House / apartment,3244,0,0,0,2.0,47.0,2.0,45
12147,0,1,1,0,12.419169901386761,Working,Secondary / secondary special,Married,House / apartment,1113,0,0,0,2.0,5.0,2.0,50
12148,1,0,0,0,12.100717685412471,Working,Secondary / secondary special,Single / not married,House / apartment,1146,0,0,0,1.0,4.0,1.0,37
12149,0,0,1,0,11.813037464800539,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,1.0,50.0,2.0,63
12150,0,1,0,0,12.506180941677357,Working,Secondary / secondary special,Married,House / apartment,1741,0,1,0,2.0,25.0,2.0,50
12151,1,1,0,0,12.497812723130284,Working,Higher education,Married,House / apartment,4727,0,1,0,2.0,36.0,2.0,57
12152,0,0,1,0,11.813037464800539,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,17.0,2.0,61
12153,0,1,1,0,12.793862088206213,Working,Higher education,Married,House / apartment,2493,0,1,0,2.0,28.0,2.0,48
12154,0,0,1,0,12.149507585033072,Pensioner,Incomplete higher,Widow,House / apartment,0,0,0,0,1.0,36.0,2.0,59
12155,0,0,1,0,11.813037464800539,Commercial associate,Secondary / secondary special,Married,House / apartment,2362,0,0,0,2.0,55.0,2.0,48
12156,1,1,0,2,12.660331092405906,Commercial associate,Incomplete higher,Married,House / apartment,657,0,0,0,4.0,19.0,2.0,30
12157,0,0,1,0,11.407576060361786,Working,Lower secondary,Single / not married,House / apartment,2778,0,0,0,1.0,6.0,2.0,28
12158,1,0,0,1,12.323860125621126,Working,Higher education,Married,House / apartment,2493,0,0,0,3.0,38.0,1.0,49
12159,1,1,0,0,12.323860125621126,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2415,1,0,0,2.0,30.0,0.0,52
12160,0,1,1,1,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,1739,0,0,0,3.0,28.0,2.0,29
12161,1,1,1,0,12.660331092405906,Commercial associate,Higher education,Married,House / apartment,3778,1,1,0,2.0,12.0,0.0,40
12162,0,0,0,0,11.813037464800539,Working,Higher education,Married,House / apartment,4447,1,0,0,2.0,44.0,2.0,38
12163,0,0,1,0,11.744045122410057,Working,Higher education,Married,House / apartment,959,0,0,0,2.0,27.0,2.0,48
12164,0,0,1,0,11.908346971208951,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,34.0,0.0,52
12165,0,1,1,0,12.419169901386761,Working,Secondary / secondary special,Married,House / apartment,1113,0,0,0,2.0,20.0,2.0,50
12166,0,0,0,0,11.456365695436427,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,1,2.0,15.0,2.0,58
12167,0,0,1,2,12.100717685412471,Working,Secondary / secondary special,Married,House / apartment,4212,0,0,0,4.0,21.0,2.0,41
12168,0,1,1,0,11.813037464800539,Pensioner,Higher education,Married,House / apartment,0,0,0,0,2.0,44.0,2.0,55
12169,0,0,0,0,10.896757843893464,Working,Higher education,Married,House / apartment,4723,1,0,0,2.0,16.0,1.0,40
12170,0,1,1,0,11.813037464800539,Commercial associate,Higher education,Married,House / apartment,1371,0,0,0,2.0,37.0,2.0,46
12171,0,0,1,0,12.283038316285214,Working,Secondary / secondary special,Married,House / apartment,2970,0,0,0,2.0,35.0,1.0,50
12172,1,0,0,0,11.630717389475995,Pensioner,Higher education,Married,House / apartment,0,0,1,0,2.0,44.0,1.0,56
12173,0,0,1,0,11.967187086434018,State servant,Higher education,Separated,House / apartment,11389,0,1,0,1.0,47.0,2.0,56
12174,0,0,1,0,12.522710182912336,Working,Higher education,Civil marriage,House / apartment,390,1,0,0,2.0,60.0,0.0,54
12175,0,0,0,0,11.813037464800539,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,431,1,0,0,1.0,5.0,2.0,35
12176,1,0,1,2,13.017005083966255,Commercial associate,Higher education,Married,House / apartment,2187,1,1,0,4.0,40.0,2.0,33
12177,1,1,1,0,12.022756594390605,Working,Higher education,Single / not married,House / apartment,1827,0,0,1,1.0,16.0,0.0,33
12178,0,0,1,0,12.100717685412471,Working,Secondary / secondary special,Single / not married,House / apartment,2939,0,0,0,1.0,59.0,1.0,39
12179,0,0,0,0,11.456365695436427,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,1.0,15.0,2.0,64
12180,1,1,1,0,12.100717685412471,Working,Incomplete higher,Single / not married,House / apartment,1702,0,0,0,1.0,41.0,2.0,29
12181,0,0,1,0,12.218500103788143,Working,Higher education,Married,House / apartment,4363,1,1,0,2.0,32.0,2.0,47
12182,0,0,1,0,11.813037464800539,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,1.0,57.0,2.0,66
12183,0,0,1,3,11.813037464800539,Working,Secondary / secondary special,Single / not married,Municipal apartment,4425,0,1,0,4.0,43.0,2.0,37
12184,0,0,0,0,11.813037464800539,State servant,Higher education,Single / not married,House / apartment,1384,1,0,0,1.0,38.0,2.0,28
12185,1,0,1,0,11.813037464800539,Commercial associate,Higher education,Separated,House / apartment,2908,0,0,0,1.0,18.0,2.0,57
12186,1,1,0,0,12.586223364451623,Working,Secondary / secondary special,Married,House / apartment,461,0,1,0,2.0,29.0,0.0,50
12187,0,1,0,4,12.218500103788143,State servant,Secondary / secondary special,Married,House / apartment,1838,1,0,0,6.0,29.0,2.0,39
12188,0,1,1,0,11.407576060361786,Working,Secondary / secondary special,Married,House / apartment,721,0,0,1,2.0,4.0,2.0,25
12189,0,0,1,0,11.630717389475995,Working,Secondary / secondary special,Married,House / apartment,4574,0,0,0,2.0,9.0,2.0,45
12190,0,0,1,0,12.323860125621126,Commercial associate,Higher education,Married,House / apartment,1595,0,1,0,2.0,9.0,2.0,25
12191,0,0,1,0,11.630717389475995,Working,Secondary / secondary special,Single / not married,House / apartment,1381,0,1,0,1.0,14.0,1.0,43
12192,1,1,1,0,11.744045122410057,Working,Secondary / secondary special,Married,House / apartment,2628,0,0,0,2.0,22.0,2.0,40
12193,1,1,0,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,1384,1,0,0,2.0,17.0,2.0,28
12194,0,0,1,0,12.218500103788143,Working,Incomplete higher,Single / not married,House / apartment,7288,0,0,0,1.0,2.0,1.0,50
12195,0,0,1,2,12.48937388613538,Working,Secondary / secondary special,Married,House / apartment,1556,0,0,0,4.0,33.0,1.0,31
12196,0,0,1,0,11.407576060361786,Working,Secondary / secondary special,Separated,House / apartment,3565,1,1,0,1.0,25.0,2.0,50
12197,0,0,1,0,11.744045122410057,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,1,2.0,-0.0,0.0,55
12198,0,0,0,1,12.866182555987908,Commercial associate,Higher education,Married,House / apartment,727,0,0,0,3.0,17.0,0.0,41
12199,1,1,1,0,11.547336553476635,Working,Secondary / secondary special,Married,House / apartment,1353,0,0,0,2.0,54.0,1.0,50
12200,0,0,1,0,12.218500103788143,Working,Secondary / secondary special,Married,House / apartment,886,1,0,0,2.0,51.0,2.0,42
12201,0,0,0,0,12.586223364451623,State servant,Secondary / secondary special,Married,House / apartment,3680,0,1,0,2.0,25.0,0.0,39
12202,0,0,1,2,11.967187086434018,State servant,Secondary / secondary special,Married,House / apartment,932,0,0,1,4.0,5.0,2.0,34
12203,0,0,1,2,11.407576060361786,Working,Secondary / secondary special,Separated,House / apartment,4699,1,1,0,3.0,8.0,2.0,37
12204,0,1,1,0,12.660331092405906,Working,Higher education,Married,House / apartment,577,0,0,1,2.0,14.0,2.0,58
12205,0,0,0,0,10.896757843893464,Working,Higher education,Married,House / apartment,4723,1,0,0,2.0,15.0,1.0,40
12206,1,0,0,0,11.813037464800539,Working,Secondary / secondary special,Civil marriage,House / apartment,5707,1,1,0,2.0,10.0,2.0,34
12207,1,0,0,2,12.91164481522143,Working,Secondary / secondary special,Married,Office apartment,840,0,0,0,4.0,41.0,2.0,34
12208,0,0,1,0,12.586223364451623,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,2.0,21.0,2.0,57
12209,1,1,0,0,12.419169901386761,State servant,Higher education,Married,With parents,2313,1,1,1,2.0,34.0,2.0,33
12210,0,0,1,0,11.908346971208951,Working,Secondary / secondary special,Married,House / apartment,1844,1,0,0,2.0,-0.0,1.0,33
12211,0,1,1,0,11.630717389475995,Working,Secondary / secondary special,Married,House / apartment,673,1,1,0,2.0,42.0,2.0,33
12212,0,0,1,0,11.630717389475995,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,2.0,16.0,2.0,64
12213,0,0,1,0,12.506180941677357,Working,Higher education,Married,House / apartment,1053,0,0,0,2.0,6.0,2.0,33
12214,1,0,0,0,11.707677772181546,Commercial associate,Secondary / secondary special,Married,House / apartment,3283,0,0,0,2.0,47.0,0.0,33
12215,1,0,1,0,12.806284573911311,Working,Secondary / secondary special,Married,House / apartment,672,0,0,0,2.0,15.0,2.0,22
12216,0,0,1,0,11.630717389475995,Working,Secondary / secondary special,Married,House / apartment,2499,1,1,0,2.0,24.0,2.0,27
12217,1,0,1,0,12.586223364451623,Commercial associate,Secondary / secondary special,Married,House / apartment,962,0,0,0,2.0,53.0,2.0,28
12218,0,0,1,0,11.967187086434018,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,0,1.0,39.0,2.0,66
12219,1,1,1,0,12.323860125621126,Working,Higher education,Married,House / apartment,1661,0,1,0,2.0,8.0,1.0,29
12220,0,0,1,0,11.967187086434018,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,628,1,1,0,1.0,8.0,1.0,50
12221,1,0,1,0,12.323860125621126,Commercial associate,Higher education,Single / not married,House / apartment,2403,0,0,0,1.0,31.0,2.0,27
12222,0,0,0,1,11.302216779257382,State servant,Higher education,Married,With parents,2317,0,0,0,3.0,6.0,0.0,32
12223,0,0,1,0,12.261985005589679,Working,Secondary / secondary special,Married,House / apartment,1901,0,0,0,2.0,4.0,2.0,45
12224,0,1,1,1,12.323860125621126,Commercial associate,Higher education,Married,House / apartment,2670,0,1,0,3.0,42.0,2.0,45
12225,0,1,1,0,11.967187086434018,Pensioner,Higher education,Married,House / apartment,0,0,0,0,2.0,8.0,2.0,64
12226,0,0,1,0,12.660331092405906,Working,Secondary / secondary special,Married,House / apartment,11157,0,0,0,2.0,12.0,2.0,49
12227,0,0,1,0,11.813037464800539,Working,Secondary / secondary special,Married,House / apartment,5740,0,0,0,2.0,56.0,1.0,46
12228,0,1,1,0,12.793862088206213,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2997,0,0,0,2.0,25.0,2.0,45
12229,0,1,0,1,11.967187086434018,Working,Secondary / secondary special,Married,House / apartment,1010,0,0,0,3.0,19.0,1.0,40
12230,0,0,1,1,12.100717685412471,Working,Secondary / secondary special,Civil marriage,House / apartment,668,0,0,0,3.0,25.0,2.0,30
12231,0,1,1,2,12.660331092405906,State servant,Secondary / secondary special,Married,House / apartment,1220,0,0,0,4.0,23.0,2.0,33
12232,0,0,0,0,11.630717389475995,Working,Secondary / secondary special,Married,House / apartment,3007,0,1,0,2.0,5.0,1.0,29
